100 30 8173 701 24 895 88 974 486 2 318 320 209 29 384 1210 201 225 235 456 58 241 305 134 150 163 474 329 405 221 407 687 427 562 137 1200 456 975 173 294 328 92 465 787 370 1098 348 923 175 82 128 834 73 35 217 824 49 1191 152 805 13 58 241
101 30 9241 439 120 479 388 927 305 163 220 133 254 786 21 476 384 618 250 808 301 391 373 513 209 696 413 251 449 467 263 757 309 951 478 140 441 1154 194 353 476 576 458 761 346 1183 394 963 182 1053 14 661 295 488 275 504 36 1040 254 734 108 17 342
102 30 7726 19 69 569 158 9 223 601 213 448 177 1171 60 374 455 204 439 239 256 804 251 403 41 1127 406 178 416 409 264 126 27 105 144 776 301 558 498 901 21 547 179 1043 106 53 349 911 491 87 19 1044 439 171 186 1066 178 114 83 336 377 1060 215
103 30 8404 83 453 162 108 355 321 957 256 591 3 1036 235 961 190 334 223 282 272 593 325 461 13 113 378 690 328 1210 378 204 122 944 388 1074 457 1246 179 777 452 286 470 57 423 704 119 1139 341 394 411 36 321 871 298 683 350 340 10 161 69 65 282
104 30 10518 12 452 1106 320 549 386 846 251 421 417 409 445 723 27 807 111 969 53 1123 4 623 345 654 407 944 493 1166 355 163 332 1136 276 533 343 345 82 1228 190 184 250 1107 92 1195 431 868 103 41 188 905 414 442 27 758 345 433 304 939 200 408 101
105 30 10310 633 145 126 18 238 470 1201 215 511 134 817 469 827 363 1149 194 465 440 1233 472 1205 424 600 314 268 135 117 456 436 126 1158 69 1021 283 1086 258 604 36 324 115 1169 492 333 245 854 482 40 171 273 22 392 329 548 491 1142 65 977 111 873 163
106 30 9430 736 280 1231 6 915 316 615 18 851 439 132 371 930 215 365 284 798 256 806 320 629 447 148 426 1039 141 843 266 251 215 1030 339 96 10 344 260 825 459 28 27 749 409 147 178 725 363 1063 22 1220 470 193 98 666 192 626 57 685 218 174 287
107 30 10598 682 453 875 277 1064 321 639 490 1131 166 16 379 926 264 1158 401 978 73 774 447 542 319 396 310 362 271 718 46 1238 391 935 271 945 309 400 360 629 288 349 259 453 216 1239 230 831 397 732 308 1071 256 356 362 176 1 523 287 624 240 435 111
108 30 8700 982 369 234 28 779 133 387 10 522 87 870 224 154 109 55 484 857 287 393 177 1042 248 1140 319 351 413 707 224 402 493 436 134 213 271 1013 242 153 400 1 26 986 370 499 140 580 54 975 186 90 118 964 233 967 104 169 368 859 392 621 352
109 30 9202 430 356 1166 200 619 157 205 268 1009 480 605 481 331 244 60 486 321 348 1177 188 163 261 256 16 425 235 1123 168 606 76 847 461 742 149 829 500 1205 448 259 286 1053 239 218 148 1150 55 820 247 83 257 410 343 365 27 357 289 364 230 1206 219
110 30 9697 1157 405 31 148 655 212 1148 211 159 258 598 63 1246 66 563 247 972 132 346 55 241 5 1147 105 1133 106 245 496 687 200 66 343 1206 97 93 212 1160 342 172 170 349 270 233 446 437 147 544 158 1130 389 1212 370 495 461 826 128 418 70 725 104
111 30 8892 122 41 548 429 989 140 891 148 833 414 1067 283 683 401 580 369 1149 124 129 29 762 90 1250 257 152 76 486 319 747 210 524 470 852 72 1 442 563 391 441 396 804 258 178 339 510 258 309 409 733 437 187 244 629 186 250 132 1113 87 303 462
112 30 8335 797 76 533 250 647 33 44 210 173 484 207 79 741 486 269 103 95 179 511 327 1116 299 1071 346 1086 422 329 301 1009 131 512 157 1044 258 955 77 51 266 601 285 1222 281 127 60 901 479 654 80 841 333 297 139 255 244 225 28 72 127 286 203
113 30 11381 638 44 1011 283 1052 465 961 454 481 414 488 304 1046 115 1215 447 945 221 1026 286 1053 72 924 159 1065 250 686 238 228 74 690 115 867 52 250 270 17 460 724 99 475 313 4 271 779 469 967 224 689 94 1009 241 1017 284 751 331 886 436 818 113
114 30 8825 9 360 830 478 911 181 599 279 1242 174 377 217 339 131 737 117 349 55 340 139 250 200 379 16 1086 129 846 73 166 265 787 277 976 116 106 387 296 204 415 288 980 394 856 68 126 194 1184 326 1100 376 464 99 677 194 114 114 924 459 186 89
115 30 10195 325 223 115 51 190 470 789 338 1026 305 977 107 948 332 924 425 1127 209 500 476 186 213 1074 363 656 187 226 79 997 14 168 423 338 384 223 277 706 113 1216 83 1168 442 189 467 375 214 892 1 922 141 78 210 1104 401 822 259 1189 399 940 287
116 30 8711 514 209 1210 351 342 34 230 149 147 445 481 64 1137 419 1030 363 632 273 614 406 914 43 365 267 694 38 127 234 38 418 521 52 1126 230 254 70 865 233 218 261 678 449 1176 416 219 58 1028 203 580 493 108 243 36 74 1111 479 713 90 314 250
117 30 7184 7 84 153 485 165 407 304 280 889 123 790 316 71 68 981 142 625 361 94 454 103 303 299 388 978 261 968 190 350 282 41 209 967 296 545 382 702 98 911 192 220 200 860 143 17 442 784 243 302 479 799 7 31 97 746 8 107 464 559 97
118 30 9352 339 119 415 486 413 46 289 112 1206 231 433 258 442 325 626 235 460 119 389 438 917 395 320 115 390 429 1073 455 477 233 403 168 351 68 865 465 692 476 1171 274 261 428 715 187 1155 449 397 273 1189 436 1041 83 1108 405 75 286 580 381 513 312
119 30 9051 386 430 265 55 684 379 19 125 957 41 398 217 468 112 1153 475 663 401 497 453 1189 390 388 46 1146 462 1081 225 444 445 287 181 726 51 985 160 531 106 284 487 682 203 466 145 208 440 159 358 288 362 546 427 1249 91 573 62 274 149 1107 218
