100 30 5346 201 95 475 6 474 5 471 137 427 37 254 121 368 58 301 41 478 141 411 38 454 89 256 51 159 176 377 115 204 44 356 99 417 145 373 54 343 182 433 89 470 15 408 171 258 36 169 83 329 191 316 18 391 71 489 131 397 8 234 29
101 30 4636 109 184 357 143 271 42 251 186 500 148 289 30 422 199 401 169 399 79 391 196 33 10 95 11 238 74 279 174 340 100 277 16 427 114 114 59 466 118 480 147 230 170 115 18 485 107 71 131 479 107 477 3 365 192 430 155 207 98 274 7
102 30 4646 325 89 402 21 431 75 440 131 93 86 103 164 455 191 498 137 168 104 423 112 450 69 19 35 460 24 67 55 347 14 403 11 353 54 433 81 8 188 476 9 429 84 73 57 26 85 445 34 486 155 3 10 355 194 384 80 356 135 382 152
103 30 5237 447 169 498 95 282 92 468 136 481 132 470 163 418 43 89 40 175 187 223 79 165 2 156 50 462 55 477 114 489 90 442 178 496 111 360 173 377 9 263 20 226 44 459 106 79 162 486 102 82 130 221 153 475 155 415 152 338 114 455 159
104 30 5590 499 123 496 25 356 148 392 177 479 190 402 172 303 131 441 147 32 161 248 15 492 7 457 118 411 83 298 108 471 18 489 140 406 36 485 171 321 44 67 61 477 45 472 75 153 86 258 90 157 89 429 105 434 135 450 108 491 133 314 77
105 30 4858 418 159 361 100 238 141 400 112 194 30 121 164 498 122 493 150 456 186 125 108 158 49 243 182 447 25 352 92 324 178 488 55 9 4 353 74 315 71 286 186 484 50 392 122 298 126 322 2 471 128 19 71 499 13 210 157 398 126 345 190
106 30 4409 413 149 363 136 195 13 422 10 159 109 436 96 306 20 379 143 254 143 310 34 467 138 291 81 253 95 57 122 394 91 64 30 303 132 496 135 495 104 373 197 72 139 141 86 22 141 411 127 28 1 282 117 296 158 465 124 469 141 202 60
107 30 4504 454 195 281 200 27 166 154 55 410 164 314 6 133 77 478 3 377 16 411 75 447 53 480 140 195 200 427 82 443 183 26 119 434 16 126 42 23 52 277 174 402 167 372 174 394 178 285 57 473 22 164 107 495 77 103 130 371 94 33 119
108 30 4892 324 97 436 36 320 107 460 1 135 22 448 189 498 55 370 48 107 34 43 75 337 159 326 194 375 33 477 152 367 151 418 128 488 180 462 160 138 46 265 70 254 67 380 177 398 87 36 68 439 100 483 64 164 164 70 150 422 165 344 151
109 30 4393 424 163 472 168 334 63 165 49 403 184 89 21 493 170 371 168 147 171 338 189 67 9 282 19 228 72 497 63 337 88 271 190 144 33 332 121 453 100 30 187 421 114 344 66 439 161 46 2 136 59 242 13 379 16 363 12 375 128 164 195
110 30 5327 476 137 486 128 151 133 409 140 31 88 310 196 333 176 248 103 346 7 433 65 394 73 498 109 437 126 317 160 472 155 493 120 156 145 321 116 355 109 499 176 258 63 420 3 121 51 190 128 429 85 316 19 488 193 377 146 489 145 402 193
111 30 4413 493 158 15 4 417 4 287 32 483 38 377 16 434 140 262 156 450 176 396 114 144 192 169 138 207 165 249 144 43 86 294 20 3 182 251 24 267 162 452 194 236 103 444 58 428 200 153 166 167 52 208 34 199 83 411 157 439 175 448 26
112 30 5195 268 169 488 172 363 168 385 150 425 195 298 134 270 129 471 33 317 100 290 68 347 136 436 11 407 187 266 2 371 38 285 92 445 127 448 41 354 10 369 88 98 176 358 111 36 155 300 88 106 40 485 86 470 27 490 133 455 67 289 28
113 30 4553 258 96 68 157 224 97 104 105 325 99 10 141 172 167 428 1 234 53 180 56 484 77 304 145 394 107 333 96 480 111 367 40 454 93 491 128 206 179 475 93 83 177 422 145 322 189 63 196 417 46 499 188 486 69 341 118 345 76 137 126
114 30 4349 188 86 174 78 99 120 326 159 416 1 322 199 162 24 168 127 18 62 490 96 254 114 35 94 207 55 120 168 487 8 409 173 26 25 364 32 122 14 415 38 469 93 233 198 55 23 343 189 498 163 460 65 473 16 383 72 485 67 497 190
115 30 5236 290 92 497 35 465 124 459 126 157 4 72 100 482 37 464 92 443 176 278 15 406 150 471 197 492 157 419 40 251 53 496 62 489 70 77 77 436 16 385 10 16 101 374 2 136 116 362 160 462 198 480 60 340 107 10 111 498 3 266 27
116 30 4726 203 5 239 82 264 110 473 24 456 145 150 119 64 52 462 192 365 45 71 200 23 110 301 149 497 190 316 155 479 144 390 3 235 54 385 162 408 189 328 3 267 20 80 32 496 52 146 34 450 16 499 106 184 149 419 68 322 158 480 184
117 30 4991 141 161 499 146 402 189 449 135 490 132 491 56 44 196 385 80 324 76 320 71 474 96 387 91 148 114 497 173 204 143 352 8 461 125 420 10 460 9 376 89 412 28 260 75 367 106 40 76 359 161 212 100 169 200 394 150 393 41 53 174
118 30 5211 239 143 232 77 308 139 257 7 384 35 238 103 445 32 493 187 161 185 296 55 419 185 48 31 440 186 498 76 303 82 490 117 242 3 340 77 420 157 339 194 398 59 315 1 316 147 395 183 497 181 266 195 364 30 487 127 492 160 301 31
119 30 4504 467 168 348 141 337 131 150 41 433 160 486 101 74 88 398 200 12 57 1 2 438 94 247 71 381 146 484 54 19 67 354 120 497 178 465 56 425 110 332 93 335 68 24 8 237 137 270 96 187 12 93 170 307 194 378 69 485 186 345 17
