100 30 6008  1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 0 0 0 0 1 1 1 1
101 30 6892  1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1 0
102 30 5947  0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 0 1 1 1 0 1 0 1
103 30 6337  0 0 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1
104 30 5330  1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 1 1 0 1 0 1 1 1 0
105 30 5467  1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0
106 30 6417  1 1 1 0 1 1 0 1 0 1 0 1 0 1 0 0 0 1 1 1 0 0 1 1 1 0 0 1 1 1
107 30 6797  1 0 0 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1
108 30 6303  0 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 0 0 1 1 1 0 1 1
109 30 6457  0 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1 0 1
110 30 5661  0 0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 1 1 0 1 0 1 1 1 0
111 30 6132  0 1 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1
112 30 5122  0 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 0
113 30 6003  1 0 1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1 1 0 1 1
114 30 6461  0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 1 0
115 30 4789  1 1 0 0 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1 0 1 1 0 0 0 0 1 0 1
116 30 5431  1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 0 1 0 0 1 1 0 1 1 1 1
117 30 6493  1 1 1 0 1 1 1 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1
118 30 6177  1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 1 1
119 30 5027  1 1 0 1 0 0 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1
